-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
-0.5	-0.484615	-0.469231	-0.453846	-0.438462	-0.423077	-0.407692	-0.392308	-0.376923	-0.361538	-0.346154	-0.330769	-0.315385	-0.3	-0.284615	-0.269231	-0.253846	-0.238462	-0.223077	-0.207692	-0.192308	-0.176923	-0.161538	-0.146154	-0.130769	-0.115385	-0.1	-0.0846154	-0.0692308	-0.0538462	-0.0384615	-0.0230769	-0.00769231	0.00769231	0.0230769	0.0384615	0.0538462	0.0692308	0.0846154	0.1	0.115385	0.130769	0.146154	0.161538	0.176923	0.192308	0.207692	0.223077	0.238462	0.253846	0.269231	0.284615	0.3	0.315385	0.330769	0.346154	0.361538	0.376923	0.392308	0.407692	0.423077	0.438462	0.453846	0.469231	0.484615	0.5	
